candidate_id,atomic_finding_id,claim_index,atomization_method,heuristic_only
VF-02-maloney-r01-010,AF-000321,11,markdown_bullet,False
VF-02-maloney-r01-010,AF-000322,12,markdown_bullet,False
VF-02-maloney-r01-010,AF-000323,13,markdown_bullet,False
VF-02-maloney-r01-010,AF-000324,14,markdown_bullet,False
VF-02-maloney-r01-010,AF-000325,15,markdown_bullet,False
VF-02-maloney-r01-010,AF-000326,16,markdown_bullet,False
VF-02-maloney-r01-010,AF-000327,17,markdown_bullet,False
VF-02-maloney-r01-010,AF-000328,18,markdown_bullet,False
VF-02-maloney-r01-010,AF-000329,19,markdown_bullet,False
VF-02-maloney-r01-010,AF-000330,20,markdown_bullet,False
VF-02-maloney-r01-010,AF-000331,21,markdown_bullet,False
VF-02-maloney-r01-010,AF-000332,22,markdown_bullet,False
VF-02-maloney-r01-010,AF-000333,23,markdown_bullet,False
VF-02-maloney-r01-010,AF-000334,24,markdown_bullet,False
VF-02-maloney-r01-010,AF-000335,25,markdown_bullet,False
VF-02-maloney-r01-011,AF-000336,1,markdown_bullet,False
VF-02-maloney-r01-011,AF-000337,2,markdown_bullet,False
VF-02-maloney-r01-011,AF-000338,3,markdown_bullet,False
VF-02-maloney-r01-011,AF-000339,4,markdown_bullet,False
VF-02-maloney-r01-011,AF-000340,5,markdown_bullet,False
VF-02-maloney-r01-011,AF-000341,6,markdown_bullet,False
VF-02-maloney-r01-011,AF-000342,7,markdown_bullet,False
VF-02-maloney-r01-011,AF-000343,8,markdown_bullet,False
VF-02-maloney-r01-011,AF-000344,9,markdown_bullet,False
VF-02-maloney-r01-011,AF-000345,10,markdown_bullet,False
VF-02-maloney-r01-011,AF-000346,11,markdown_bullet,False
VF-02-maloney-r01-011,AF-000347,12,markdown_bullet,False
VF-02-maloney-r01-012,AF-000348,1,markdown_bullet,False
VF-02-maloney-r01-012,AF-000349,2,markdown_bullet,False
VF-02-maloney-r01-012,AF-000350,3,markdown_bullet,False
VF-02-maloney-r01-012,AF-000351,4,markdown_bullet,False
VF-02-maloney-r01-012,AF-000352,5,markdown_bullet,False
VF-02-maloney-r01-012,AF-000353,6,markdown_bullet,False
VF-02-maloney-r01-012,AF-000354,7,markdown_bullet,False
VF-02-maloney-r01-012,AF-000355,8,markdown_bullet,False
VF-02-maloney-r01-012,AF-000356,9,markdown_bullet,False
VF-02-maloney-r01-012,AF-000357,10,markdown_bullet,False
VF-02-maloney-r01-012,AF-000358,11,markdown_bullet,False
VF-02-maloney-r01-012,AF-000359,12,markdown_bullet,False
VF-02-maloney-r01-012,AF-000360,13,markdown_bullet,False
VF-02-maloney-r01-012,AF-000361,14,markdown_bullet,False
VF-02-maloney-r01-012,AF-000362,15,markdown_bullet,False
VF-02-maloney-r01-012,AF-000363,16,markdown_bullet,False
VF-02-maloney-r01-012,AF-000364,17,markdown_bullet,False
VF-02-maloney-r01-012,AF-000365,18,markdown_bullet,False
VF-02-maloney-r01-012,AF-000366,19,markdown_bullet,False
VF-02-maloney-r01-012,AF-000367,20,markdown_bullet,False
VF-02-maloney-r01-012,AF-000368,21,markdown_bullet,False
VF-02-maloney-r01-012,AF-000369,22,markdown_bullet,False
VF-02-maloney-r01-012,AF-000370,23,markdown_bullet,False
VF-02-maloney-r01-012,AF-000371,24,markdown_bullet,False
VF-02-maloney-r01-013,AF-000372,1,markdown_bullet,False
VF-02-maloney-r01-013,AF-000373,2,markdown_bullet,False
VF-02-maloney-r01-013,AF-000374,3,markdown_bullet,False
VF-02-maloney-r01-013,AF-000375,4,markdown_bullet,False
VF-02-maloney-r01-013,AF-000376,5,markdown_bullet,False
VF-02-maloney-r01-013,AF-000377,6,markdown_bullet,False
VF-02-maloney-r01-013,AF-000378,7,markdown_bullet,False
VF-02-maloney-r01-013,AF-000379,8,markdown_bullet,False
VF-02-maloney-r01-013,AF-000380,9,markdown_bullet,False
VF-02-maloney-r01-013,AF-000381,10,markdown_bullet,False
VF-02-maloney-r01-013,AF-000382,11,markdown_bullet,False
VF-02-maloney-r01-013,AF-000383,12,markdown_bullet,False
VF-02-maloney-r01-013,AF-000384,13,markdown_bullet,False
VF-02-maloney-r01-013,AF-000385,14,markdown_bullet,False
VF-02-maloney-r01-013,AF-000386,15,markdown_bullet,False
VF-02-maloney-r01-013,AF-000387,16,markdown_bullet,False
VF-02-maloney-r01-013,AF-000388,17,markdown_bullet,False
VF-02-maloney-r01-013,AF-000389,18,markdown_bullet,False
VF-02-maloney-r01-013,AF-000390,19,markdown_bullet,False
VF-02-maloney-r01-013,AF-000391,20,markdown_bullet,False
VF-02-maloney-r02-001,AF-000392,1,markdown_bullet,True
VF-02-maloney-r02-001,AF-000393,2,markdown_bullet,True
VF-02-maloney-r02-001,AF-000394,3,markdown_bullet,True
VF-02-maloney-r02-001,AF-000395,4,markdown_bullet,True
VF-02-maloney-r02-002,AF-000396,1,markdown_bullet,False
VF-02-maloney-r02-002,AF-000397,2,markdown_bullet,False
VF-02-maloney-r02-002,AF-000398,3,markdown_bullet,False
VF-02-maloney-r02-002,AF-000399,4,markdown_bullet,False
VF-02-maloney-r02-002,AF-000400,5,markdown_bullet,False
VF-02-maloney-r02-002,AF-000401,6,markdown_bullet,False
VF-02-maloney-r02-002,AF-000402,7,markdown_bullet,False
VF-02-maloney-r02-002,AF-000403,8,markdown_bullet,False
VF-02-maloney-r02-002,AF-000404,9,markdown_bullet,False
VF-02-maloney-r02-002,AF-000405,10,markdown_bullet,False
VF-02-maloney-r02-002,AF-000406,11,markdown_bullet,False
VF-02-maloney-r02-002,AF-000407,12,markdown_bullet,False
VF-02-maloney-r02-003,AF-000408,1,single_excerpt,False
VF-02-maloney-r02-004,AF-000409,1,single_excerpt,False
VF-02-maloney-r02-005,AF-000410,1,single_excerpt,False
VF-02-maloney-r02-006,AF-000411,1,markdown_bullet,False
VF-02-maloney-r02-006,AF-000412,2,markdown_bullet,False
VF-02-maloney-r02-006,AF-000413,3,markdown_bullet,False
VF-02-maloney-r02-006,AF-000414,4,markdown_bullet,False
VF-02-maloney-r02-006,AF-000415,5,markdown_bullet,False
VF-02-maloney-r02-006,AF-000416,6,markdown_bullet,False
VF-02-maloney-r02-006,AF-000417,7,markdown_bullet,False
VF-02-maloney-r02-006,AF-000418,8,markdown_bullet,False
VF-02-maloney-r02-006,AF-000419,9,markdown_bullet,False
VF-02-maloney-r02-007,AF-000420,1,markdown_bullet,False
VF-02-maloney-r02-007,AF-000421,2,markdown_bullet,False
VF-02-maloney-r02-007,AF-000422,3,markdown_bullet,False
VF-02-maloney-r02-007,AF-000423,4,markdown_bullet,False
VF-02-maloney-r02-007,AF-000424,5,markdown_bullet,False
VF-02-maloney-r02-008,AF-000425,1,markdown_bullet,False
VF-02-maloney-r02-008,AF-000426,2,markdown_bullet,False
VF-02-maloney-r02-008,AF-000427,3,markdown_bullet,False
VF-02-maloney-r02-008,AF-000428,4,markdown_bullet,False
